0.11160933	0.18046771	0.10202559	0.16554007	-0.16741985	0.015049061	-0.11213053	-0.055550814	0.0309062	0.04430707	0.024154313	0.015078216	0.024815753	0.0135364635	0.14836203	0.03761638
0.079978205	0.12459502	0.07067486	0.107227266	-0.0825102	-0.040977675	-0.15617917	-0.05536725	0.049417913	0.13817717	-0.015905354	-0.010239702	0.14377134	-0.08866236	0.20968916	-0.007551317
-0.049577784	-0.081832886	-0.077884294	-0.095014304	0.03195983	-0.14645076	0.07094533	0.10436249	0.15771993	0.24038027	-0.14423232	-0.21429332	0.25096452	-0.13103119	0.1829575	-0.14593372
0.08017012	0.17160414	0.119412966	0.1734733	-0.103219606	-0.050651368	-0.109176934	-0.02705949	0.15183914	0.16286853	-0.022615036	-0.06043967	0.18411179	-0.10824879	0.18016404	0.010662344
0.06340375	0.09004899	-0.019525738	0.072400875	-0.12155233	-0.0751281	-0.04963956	0.0022724718	0.11711363	0.18196239	-0.04383571	-0.10497806	0.098216005	-0.06968475	0.20435908	-0.08779669
0.12343608	0.16850543	0.15098366	0.17151359	-0.090145186	-0.00228467	-0.10997916	-0.105283394	0.03451939	0.032104783	-0.007727379	0.0075473217	0.07245888	0.049564395	0.09751292	0.08295143
-0.031510774	0.08070293	-0.05514112	0.06127066	0.0064256503	-0.068225205	0.018933887	0.08119356	0.10014887	0.11701964	-0.06100536	-0.100286566	0.1627818	-0.1387625	0.17601326	-0.10060064
-0.017762823	0.047079813	0.01988427	0.05431239	0.012280163	-0.11368649	0.0021878637	0.054911	0.08853989	0.14629644	-0.05264802	-0.09883963	0.09251736	-0.14477876	0.1517451	-0.034182597
-0.062440053	0.0023986213	-0.12688921	-0.08710868	0.0764914	-0.24481983	0.10374114	0.06271696	0.15602542	0.20980354	-0.20360084	-0.13333406	0.2416946	-0.1273786	0.21935982	-0.15465751
-0.036374386	0.077290095	-0.045446865	0.009512808	-0.0173249	-0.14011945	0.02826725	0.045979656	0.070645675	0.0698001	-0.057785917	-0.053776562	0.18358228	-0.071590595	0.09124059	-0.06855353
0.16265738	0.166795	0.17071024	0.17465048	-0.15156384	0.028088259	-0.14528583	-0.16965175	-0.03186555	-0.060328346	0.0579641	0.07089539	-0.05026998	0.121899255	0.026189514	0.082790114
0.09253118	0.037665557	0.08577243	0.044367947	-0.0682173	-0.05448001	-0.048340973	-0.019956332	0.027480794	0.07221984	-0.032899965	-0.014618002	0.12434787	0.01342148	0.07108328	-0.019925373
0.10200415	0.13158363	0.10515388	0.1990052	-0.19478396	0.06872746	-0.1578805	-0.13471144	-0.071215995	-0.06750592	0.10825776	0.0666553	0.017721063	0.10542595	0.017331272	0.05996016
-0.072540164	-0.01680793	-0.078090906	0.022794003	0.048436828	-0.118097685	-0.031662535	0.018394092	0.11636197	0.18038964	-0.0844454	-0.12933877	0.12540478	-0.10144911	0.18142892	-0.117663845
0.12853602	0.13893428	0.024654483	0.17873633	-0.116920106	0.026048223	-0.107527286	-0.083155	0.040238004	0.042303655	0.0030142544	-0.05386362	0.12163137	-0.062158555	0.08953078	0.03612115
-0.0047445334	0.081314586	0.0379246	0.048501976	-0.018497398	-0.033900756	-0.02727064	-0.043040574	0.06872989	0.11328542	-0.0043797973	-0.061931957	0.07563889	-0.03137717	0.16239497	-0.063958526
